"Woonplaatsen";"Woonplaatscode (Code)";"Gemeentenaam";"Gemeente/Code  (Code)"
"Wergea";"WP2539    ";"Leeuwarden                         ";"GM0080    "
"Werkendam";"WP2218    ";"Werkendam                          ";"GM0870    "
"Werkhoven";"WP2605    ";"Bunnik                             ";"GM0312    "
"Wernhout";"WP3491    ";"Zundert                            ";"GM0879    "
"Wervershoof";"WP3565    ";"Medemblik                          ";"GM0420    "
"Wesepe";"WP1381    ";"Olst-Wijhe                         ";"GM1773    "
"Wessem";"WP1919    ";"Maasgouw                           ";"GM1641    "
"Westbeemster";"WP2172    ";"Beemster                           ";"GM0370    "
"Westbroek";"WP2939    ";"De Bilt                            ";"GM0310    "
"Westdorp";"WP1802    ";"Borger-Odoorn                      ";"GM1681    "
"Westdorpe";"WP1138    ";"Terneuzen                          ";"GM0715    "
"Westendorp";"WP1575    ";"Oude IJsselstreek                  ";"GM1509    "
"Westerbeek";"WP2086    ";"Sint Anthonis                      ";"GM1702    "
"Westerbork";"WP3025    ";"Midden-Drenthe                     ";"GM1731    "
"Westerbroek";"WP1023    ";"Midden-Groningen                   ";"GM1952    "
"De Westereen";"WP3273    ";"Dantumadiel                        ";"GM1891    "
"Westeremden";"WP3455    ";"Loppersum                          ";"GM0024    "
"Westergeest";"WP3317    ";"Kollumerland en Nieuwkruisland     ";"GM0079    "
"Westerhaar-Vriezenveensewijk";"WP3327    ";"Twenterand                         ";"GM1700    "
"Westerhoven";"WP1460    ";"Bergeijk                           ";"GM1724    "
"Westerland";"WP1490    ";"Hollands Kroon                     ";"GM1911    "
"Westerlee";"WP1900    ";"Oldambt                            ";"GM1895    "
"Westernieland";"WP3429    ";"De Marne                           ";"GM1663    "
"Westervelde";"WP1652    ";"Noordenveld                        ";"GM1699    "
"Westervoort";"WP1936    ";"Westervoort                        ";"GM0293    "
"Westerwijtwerd";"WP3456    ";"Loppersum                          ";"GM0024    "
"West-Graftdijk";"WP1908    ";"Alkmaar                            ";"GM0361    "
"Westhem";"WP2424    ";"Súdwest-Fryslân                    ";"GM1900    "
"Westhoek";"WP3329    ";"Waadhoeke                          ";"GM1949    "
"Westkapelle";"WP2785    ";"Veere                              ";"GM0717    "
"Westknollendam";"WP1881    ";"Zaanstad                           ";"GM0479    "
"Westmaas";"WP2385    ";"Binnenmaas                         ";"GM0585    "
"West-Terschelling";"WP2625    ";"Terschelling                       ";"GM0093    "
"Westwoud";"WP1513    ";"Drechterland                       ";"GM0498    "
"Westzaan";"WP1882    ";"Zaanstad                           ";"GM0479    "
"Wetering";"WP2718    ";"Steenwijkerland                    ";"GM1708    "
"Weteringbrug";"WP1606    ";"Haarlemmermeer                     ";"GM0394    "
"Wetsens";"WP3413    ";"Dongeradeel                        ";"GM0058    "
"Wetsinge";"WP2474    ";"Winsum                             ";"GM0053    "
"Weurt";"WP2750    ";"Beuningen                          ";"GM0209    "
"Wezep";"WP3073    ";"Oldebroek                          ";"GM0269    "
"Wezup";"WP2166    ";"Coevorden                          ";"GM0109    "
"Wezuperbrug";"WP2167    ";"Coevorden                          ";"GM0109    "
"Wichmond";"WP3572    ";"Bronckhorst                        ";"GM1876    "
"Wier";"WP2734    ";"Waadhoeke                          ";"GM1949    "
"Wierden";"WP1087    ";"Wierden                            ";"GM0189    "
"Wieringerwaard";"WP3187    ";"Hollands Kroon                     ";"GM1911    "
"Wieringerwerf";"WP2436    ";"Hollands Kroon                     ";"GM1911    "
"Wierum";"WP3414    ";"Dongeradeel                        ";"GM0058    "
"Wijchen";"WP2564    ";"Wijchen                            ";"GM0296    "
"Wijckel";"WP1686    ";"De Fryske Marren                   ";"GM1940    "
"Wijdenes";"WP1514    ";"Drechterland                       ";"GM0498    "
"Wijdewormer";"WP2288    ";"Wormerland                         ";"GM0880    "
"Wijhe";"WP1380    ";"Olst-Wijhe                         ";"GM1773    "
"de Wijk";"WP3162    ";"De Wolden                          ";"GM1690    "
"Wijk aan Zee";"WP3552    ";"Beverwijk                          ";"GM0375    "
"Wijk bij Duurstede";"WP1302    ";"Wijk bij Duurstede                 ";"GM0352    "
"Wijk en Aalburg";"WP1957    ";"Aalburg                            ";"GM0738    "
"Wijlre";"WP1236    ";"Gulpen-Wittem                      ";"GM1729    "
"Wijnaldum";"WP2893    ";"Harlingen                          ";"GM0072    "
"Wijnandsrade";"WP2361    ";"Nuth                               ";"GM0951    "
"Wijnbergen";"WP2212    ";"Montferland                        ";"GM1955    "
"Wijngaarden";"WP1986    ";"Molenwaard                         ";"GM1927    "
"Wijnjewoude";"WP3358    ";"Opsterland                         ";"GM0086    "
"Wijster";"WP3026    ";"Midden-Drenthe                     ";"GM1731    "
"Wilbertoord";"WP1979    ";"Mill en Sint Hubert                ";"GM0815    "
"Wildervank";"WP1241    ";"Veendam                            ";"GM0047    "
"De Wilgen";"WP3278    ";"Smallingerland                     ";"GM0090    "
"Wilhelminadorp";"WP1827    ";"Goes                               ";"GM0664    "
"Wilhelminaoord";"WP3127    ";"Westerveld                         ";"GM1701    "
"Willemsoord";"WP2719    ";"Steenwijkerland                    ";"GM1708    "
"Willemstad";"WP1317    ";"Moerdijk                           ";"GM1709    "
"Wilnis";"WP1931    ";"De Ronde Venen                     ";"GM0736    "
"Wilp";"WP2613    ";"Voorst                             ";"GM0285    "
"De Wilp";"WP2260    ";"Marum                              ";"GM0025    "
"Wilsum";"WP2898    ";"Kampen                             ";"GM0166    "
"Winde";"WP2920    ";"Tynaarlo                           ";"GM1730    "
"Windraak";"WP2820    ";"Sittard-Geleen                     ";"GM1883    "
"Winkel";"WP2521    ";"Hollands Kroon                     ";"GM1911    "
"Winneweer";"WP1836    ";"Ten Boer                           ";"GM0009    "
"Winschoten";"WP1471    ";"Oldambt                            ";"GM1895    "
"Winssen";"WP2753    ";"Beuningen                          ";"GM0209    "
"Winsum";"WP2033    ";"Waadhoeke                          ";"GM1949    "
"Winsum";"WP2475    ";"Winsum                             ";"GM0053    "
"Wintelre";"WP2997    ";"Eersel                             ";"GM0770    "
"Winterswijk";"WP1478    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Brinkheurne";"WP1486    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Corle";"WP1487    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Henxel";"WP1485    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Huppel";"WP1480    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Kotten";"WP1482    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Meddo";"WP1479    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Miste";"WP1484    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Ratum";"WP1481    ";"Winterswijk                        ";"GM0294    "
"Winterswijk Woold";"WP1483    ";"Winterswijk                        ";"GM0294    "
"Wirdum";"WP3457    ";"Loppersum                          ";"GM0024    "
"Wirdum";"WP3545    ";"Leeuwarden                         ";"GM0080    "
"Wissenkerke";"WP3191    ";"Noord-Beveland                     ";"GM1695    "
"Witharen";"WP2556    ";"Ommen                              ";"GM0175    "
"Witmarsum";"WP2325    ";"Súdwest-Fryslân                    ";"GM1900    "
"Witte Paarden";"WP2720    ";"Steenwijkerland                    ";"GM1708    "
"Wittelte";"WP3128    ";"Westerveld                         ";"GM1701    "
"Wittem";"WP1233    ";"Gulpen-Wittem                      ";"GM1729    "
"Witteveen";"WP3027    ";"Midden-Drenthe                     ";"GM1731    "
"Wiuwert";"WP2034    ";"Súdwest-Fryslân                    ";"GM1900    "
"Wjelsryp";"WP2035    ";"Waadhoeke                          ";"GM1949    "
"Woensdrecht";"WP1004    ";"Woensdrecht                        ";"GM0873    "
"Woerden";"WP1071    ";"Woerden                            ";"GM0632    "
"Woerdense Verlaat";"WP2669    ";"Nieuwkoop                          ";"GM0569    "
"Wognum";"WP3158    ";"Medemblik                          ";"GM0420    "
"Woldendorp";"WP3245    ";"Delfzijl                           ";"GM0010    "
"Wolfheze";"WP2989    ";"Renkum                             ";"GM0274    "
"Wolphaartsdijk";"WP1828    ";"Goes                               ";"GM0664    "
"Wolsum";"WP2425    ";"Súdwest-Fryslân                    ";"GM1900    "
"Woltersum";"WP1833    ";"Ten Boer                           ";"GM0009    "
"Wolvega";"WP1744    ";"Weststellingwerf                   ";"GM0098    "
"Wommels";"WP2036    ";"Súdwest-Fryslân                    ";"GM1900    "
"Wons";"WP2326    ";"Súdwest-Fryslân                    ";"GM1900    "
"Workum";"WP1965    ";"Súdwest-Fryslân                    ";"GM1900    "
"Wormer";"WP2287    ";"Wormerland                         ";"GM0880    "
"Wormerveer";"WP1883    ";"Zaanstad                           ";"GM0479    "
"Woubrugge";"WP3043    ";"Kaag en Braassem                   ";"GM1884    "
"Woudbloem";"WP1361    ";"Midden-Groningen                   ";"GM1952    "
"de Woude";"WP2269    ";"Castricum                          ";"GM0383    "
"Woudenberg";"WP2523    ";"Woudenberg                         ";"GM0351    "
"Woudrichem";"WP3306    ";"Woudrichem                         ";"GM0874    "
"Woudsend";"WP2426    ";"Súdwest-Fryslân                    ";"GM1900    "
"Wouw";"WP1589    ";"Roosendaal                         ";"GM1674    "
"Wouwse Plantage";"WP1592    ";"Roosendaal                         ";"GM1674    "
"Wyns";"WP2442    ";"Tytsjerksteradiel                  ";"GM0737    "
"Wytgaard";"WP1206    ";"Leeuwarden                         ";"GM0080    "
"Yde";"WP2921    ";"Tynaarlo                           ";"GM1730    "
"Yerseke";"WP3467    ";"Reimerswaal                        ";"GM0703    "
"Ypecolsga";"WP2427    ";"Súdwest-Fryslân                    ";"GM1900    "
"Ysbrechtum";"WP3592    ";"Súdwest-Fryslân                    ";"GM1900    "
"Ysselsteyn";"WP2338    ";"Venray                             ";"GM0984    "
"Zaamslag";"WP1139    ";"Terneuzen                          ";"GM0715    "
"Zaandam";"WP1884    ";"Zaanstad                           ";"GM0479    "
"Zaandijk";"WP1885    ";"Zaanstad                           ";"GM0479    "
"Zalk";"WP2897    ";"Kampen                             ";"GM0166    "
"Zaltbommel";"WP2636    ";"Zaltbommel                         ";"GM0297    "
"'t Zand";"WP2758    ";"Schagen                            ";"GM0441    "
"Zandberg";"WP1803    ";"Borger-Odoorn                      ";"GM1681    "
"Zandeweer";"WP3487    ";"Eemsmond                           ";"GM1651    "
"Zandhuizen";"WP1745    ";"Weststellingwerf                   ";"GM0098    "
"Zandpol";"WP2001    ";"Emmen                              ";"GM0114    "
"'t Zandt";"WP3458    ";"Loppersum                          ";"GM0024    "
"Zandvoort";"WP1305    ";"Zandvoort                          ";"GM0473    "
"Zeddam";"WP2213    ";"Montferland                        ";"GM1955    "
"Zeegse";"WP2922    ";"Tynaarlo                           ";"GM1730    "
"Zeeland";"WP1850    ";"Landerd                            ";"GM1685    "
"Zeerijp";"WP3459    ";"Loppersum                          ";"GM0024    "
"Zeewolde";"WP1075    ";"Zeewolde                           ";"GM0050    "
"Zegge";"WP2585    ";"Rucphen                            ";"GM0840    "
"Zegveld";"WP1074    ";"Woerden                            ";"GM0632    "
"Zeijen";"WP2923    ";"Tynaarlo                           ";"GM1730    "
"Zeijerveen";"WP2396    ";"Assen                              ";"GM0106    "
"Zeijerveld";"WP2397    ";"Assen                              ";"GM0106    "
"Zeist";"WP2821    ";"Zeist                              ";"GM0355    "
"Zelhem";"WP3574    ";"Bronckhorst                        ";"GM1876    "
"Zenderen";"WP3571    ";"Borne                              ";"GM0147    "
"Zennewijnen";"WP2558    ";"Tiel                               ";"GM0281    "
"Zennewijnen";"WP3369    ";"Neerijnen                          ";"GM0304    "
"Zetten";"WP1873    ";"Overbetuwe                         ";"GM1734    "
"Zevenaar";"WP1297    ";"Zevenaar                           ";"GM0299    "
"Zevenbergen";"WP1323    ";"Moerdijk                           ";"GM1709    "
"Zevenbergschen Hoek";"WP1327    ";"Moerdijk                           ";"GM1709    "
"Zevenbergschen Hoek";"WP2580    ";"Drimmelen                          ";"GM1719    "
"Zevenhoven";"WP2671    ";"Nieuwkoop                          ";"GM0569    "
"Zevenhuizen";"WP1213    ";"Zuidplas                           ";"GM1892    "
"Zevenhuizen";"WP2346    ";"Leek                               ";"GM0022    "
"Zierikzee";"WP2689    ";"Schouwen-Duiveland                 ";"GM1676    "
"Zieuwent";"WP2229    ";"Oost Gelre                         ";"GM1586    "
"Zijderveld";"WP2844    ";"Vianen                             ";"GM0620    "
"Zijdewind";"WP2522    ";"Hollands Kroon                     ";"GM1911    "
"Zijldijk";"WP3460    ";"Loppersum                          ";"GM0024    "
"De Zilk";"WP1928    ";"Noordwijkerhout                    ";"GM0576    "
"Zoelen";"WP3384    ";"Buren                              ";"GM0214    "
"Zoelmond";"WP3385    ";"Buren                              ";"GM0214    "
"Zoetermeer";"WP2293    ";"Zoetermeer                         ";"GM0637    "
"Zoeterwoude";"WP2644    ";"Zoeterwoude                        ";"GM0638    "
"Zonnemaire";"WP2690    ";"Schouwen-Duiveland                 ";"GM1676    "
"Zorgvlied";"WP3129    ";"Westerveld                         ";"GM1701    "
"Zoutelande";"WP2786    ";"Veere                              ";"GM0717    "
"Zoutkamp";"WP3430    ";"De Marne                           ";"GM1663    "
